Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,regular customer,Previously Canceled reservations,Previously Not Canceled reservations,average price,special requests,booking status,reservation_year,reservation_month,average_price_zscore
INN05813,2,0,0,2,Meal Plan 1,0,Room_Type 1,16.0,Online,0,0,0,107.0,0,Not_Canceled,2017,10,0.10161248337580614
INN05814,2,1,2,1,Meal Plan 1,0,Room_Type 4,35.0,Online,0,0,0,119.81,1,Not_Canceled,2018,12,0.46676924523287877
INN05815,1,0,0,1,Meal Plan 1,0,Room_Type 1,0.0,Online,0,0,0,143.0,1,Not_Canceled,2018,6,1.1278141560420523
INN05816,2,0,0,3,Meal Plan 1,0,Room_Type 1,5.0,Online,0,0,0,105.0,0,Not_Canceled,2017,9,0.044601279338792474
INN05817,2,0,1,3,Meal Plan 2,0,Room_Type 1,210.0,Online,0,0,0,86.0,0,Canceled,2017,10,-0.49700515901283737
INN05818,2,0,2,3,Meal Plan 1,0,Room_Type 4,170.0,Online,0,0,0,112.2,1,Canceled,2018,8,0.24984161387204176
INN05819,2,0,0,2,Meal Plan 1,0,Room_Type 1,80.0,Online,0,0,0,96.3,1,Not_Canceled,2018,4,-0.20339745822221708
INN05820,2,1,1,3,Not Selected,0,Room_Type 1,5.0,Online,0,0,0,58.88,1,Not_Canceled,2018,2,-1.2700770857547428
INN05821,2,0,2,3,Meal Plan 1,0,Room_Type 1,112.0,Online,0,0,0,103.53,1,Not_Canceled,2018,5,0.0026980443715874567
INN05822,1,0,2,3,Not Selected,0,Room_Type 1,16.0,Online,0,0,0,155.6,2,Not_Canceled,2018,11,1.4869847414752382
INN05823,1,0,2,1,Meal Plan 1,0,Room_Type 1,116.0,Online,0,0,0,61.0,0,Canceled,2018,2,-1.2096452094755084
INN05824,3,0,0,1,Meal Plan 1,0,Room_Type 4,117.0,Online,0,0,0,123.3,0,Not_Canceled,2018,10,0.5662537962774675
INN05825,1,0,1,0,Meal Plan 1,0,Room_Type 1,111.0,Online,0,0,0,120.0,0,Canceled,2018,10,0.472185309616395
INN05826,2,0,0,2,Meal Plan 1,0,Room_Type 1,29.0,Corporate,0,0,0,85.0,0,Not_Canceled,2018,12,-0.5255107610313442
INN05827,2,0,0,2,Not Selected,0,Room_Type 1,51.0,Online,0,0,0,108.0,1,Not_Canceled,2018,10,0.13011808539431297
INN05828,2,0,1,3,Meal Plan 2,0,Room_Type 1,191.0,Online,0,0,0,131.75,2,Canceled,2018,8,0.8071261333338503
INN05829,2,0,2,1,Meal Plan 1,0,Room_Type 4,109.0,Offline,0,0,0,90.95,0,Not_Canceled,2018,5,-0.3559024290212285
INN05830,1,0,2,0,Meal Plan 1,1,Room_Type 1,2.0,Corporate,1,0,5,67.0,0,Not_Canceled,2018,7,-1.0386115973644672
INN05831,2,0,0,3,Meal Plan 1,0,Room_Type 4,13.0,Offline,0,0,0,75.0,1,Not_Canceled,2017,10,-0.8105667812164126
INN05832,2,0,0,1,Meal Plan 1,0,Room_Type 1,56.0,Offline,0,0,0,120.0,0,Not_Canceled,2018,6,0.472185309616395
INN05833,2,0,2,2,Not Selected,0,Room_Type 1,27.0,Online,0,0,0,54.71,0,Not_Canceled,2018,12,-1.3889454461719162
INN05834,2,0,1,2,Not Selected,0,Room_Type 1,36.0,Online,0,0,0,109.0,1,Not_Canceled,2018,10,0.15862368741281982
INN05835,2,0,0,2,Meal Plan 1,0,Room_Type 1,1.0,Online,0,0,0,131.0,1,Not_Canceled,2018,7,0.7857469318199702
INN05836,2,0,1,1,Meal Plan 1,0,Room_Type 1,32.0,Offline,0,0,0,85.0,0,Not_Canceled,2018,10,-0.5255107610313442
INN05837,2,0,2,2,Meal Plan 1,0,Room_Type 1,119.0,Online,0,0,0,114.3,1,Not_Canceled,2018,8,0.309703378110906
INN05838,3,0,0,2,Meal Plan 1,1,Room_Type 4,38.0,Online,0,0,0,159.3,1,Not_Canceled,2018,7,1.592455468943714
INN05839,0,2,2,3,Meal Plan 1,0,Room_Type 2,185.0,Online,0,0,0,84.82,0,Canceled,2018,8,-0.5306417693946757
INN05840,2,0,1,2,Meal Plan 1,0,Room_Type 1,83.0,Online,0,0,0,126.9,3,Not_Canceled,2018,6,0.6688739635440923
INN05841,2,0,2,7,Meal Plan 1,0,Room_Type 1,4.0,Online,0,0,0,93.56,2,Not_Canceled,2017,8,-0.28150280775292563
INN05842,2,0,2,1,Not Selected,0,Room_Type 1,18.0,Online,0,0,0,119.1,2,Not_Canceled,2018,12,0.4465302677997387
INN05843,2,0,2,1,Meal Plan 1,0,Room_Type 1,35.0,Online,0,0,0,117.0,2,Not_Canceled,2018,9,0.3866685035608745
INN05844,2,0,2,5,Meal Plan 1,0,Room_Type 1,195.0,Offline,0,0,0,72.25,0,Not_Canceled,2018,8,-0.8889571867673064
INN05845,2,0,2,1,Meal Plan 1,0,Room_Type 1,25.0,Offline,0,0,0,85.0,0,Not_Canceled,2018,10,-0.5255107610313442
INN05846,2,1,0,3,Meal Plan 1,0,Room_Type 6,124.0,Online,0,0,0,198.9,0,Canceled,2018,5,2.7212773088765845
INN05847,2,0,1,3,Meal Plan 1,0,Room_Type 1,62.0,Offline,0,0,0,75.0,0,Not_Canceled,2018,11,-0.8105667812164126
INN05848,1,0,1,3,Meal Plan 1,0,Room_Type 1,152.0,Online,0,0,0,101.58,0,Canceled,2018,7,-0.05288787956450095
INN05849,2,0,0,2,Meal Plan 1,0,Room_Type 1,16.0,Online,0,0,0,109.0,1,Not_Canceled,2018,3,0.15862368741281982
INN05850,1,0,0,3,Meal Plan 1,0,Room_Type 1,166.0,Online,0,0,0,110.0,0,Canceled,2018,11,0.18712928943132665
INN05851,2,0,0,1,Meal Plan 1,0,Room_Type 1,9.0,Online,0,0,0,105.0,2,Not_Canceled,2017,9,0.044601279338792474
INN05852,2,0,0,4,Meal Plan 1,0,Room_Type 4,15.0,Offline,0,0,0,54.5,0,Not_Canceled,2018,3,-1.3949316225958026
INN05853,2,0,0,3,Meal Plan 1,0,Room_Type 1,37.0,Online,0,0,0,104.0,1,Not_Canceled,2018,12,0.016095677320285637
INN05854,2,0,0,3,Meal Plan 1,0,Room_Type 4,5.0,Online,0,0,0,184.0,1,Not_Canceled,2018,9,2.2965438388008326
INN05855,2,0,1,5,Meal Plan 1,0,Room_Type 4,184.0,Online,0,0,0,115.32,1,Canceled,2018,6,0.3387790921697828
INN05856,2,0,1,2,Meal Plan 2,0,Room_Type 1,5.755742213586912,Online,0,0,0,160.0,0,Canceled,2018,9,1.6124093903566685
INN05857,2,0,1,0,Meal Plan 1,0,Room_Type 1,34.0,Offline,0,0,0,85.5,0,Not_Canceled,2018,9,-0.5112579600220908
INN05858,1,0,0,5,Meal Plan 1,0,Room_Type 1,117.0,Online,0,0,0,85.0,1,Canceled,2018,12,-0.5255107610313442
INN05859,2,0,2,5,Meal Plan 1,0,Room_Type 4,41.0,Online,0,0,0,87.09,1,Not_Canceled,2018,4,-0.46593405281266487
INN05860,2,0,1,0,Not Selected,0,Room_Type 1,11.0,Online,0,0,0,120.0,1,Canceled,2018,10,0.472185309616395
INN05861,2,0,1,2,Meal Plan 1,0,Room_Type 4,52.0,Online,0,0,0,120.6,2,Not_Canceled,2018,10,0.48928867082749894
INN05862,1,0,0,1,Not Selected,0,Room_Type 1,8.0,Online,0,0,0,119.0,0,Not_Canceled,2018,5,0.44367970759788816
INN05863,3,0,2,1,Meal Plan 1,0,Room_Type 1,67.0,Offline,0,0,0,100.81,1,Not_Canceled,2018,3,-0.0748371931187511
INN05864,2,0,2,2,Meal Plan 1,0,Room_Type 1,204.0,Offline,0,0,0,72.75,0,Not_Canceled,2017,10,-0.874704385758053
INN05865,1,0,0,3,Meal Plan 1,0,Room_Type 1,5.0,Corporate,1,0,1,104.0,3,Not_Canceled,2018,4,0.016095677320285637
INN05866,2,0,1,2,Meal Plan 1,0,Room_Type 1,193.0,Online,0,0,0,120.0,0,Canceled,2018,6,0.472185309616395
INN05867,2,0,0,1,Not Selected,0,Room_Type 1,0.0,Online,0,0,0,119.0,1,Not_Canceled,2018,6,0.44367970759788816
INN05868,2,0,2,0,Meal Plan 1,0,Room_Type 1,97.0,Online,0,0,0,94.5,1,Not_Canceled,2018,11,-0.2547075418555293
INN05869,2,0,1,0,Not Selected,0,Room_Type 1,60.0,Online,0,0,0,94.5,0,Not_Canceled,2018,4,-0.2547075418555293
INN05870,2,0,1,1,Not Selected,0,Room_Type 1,82.0,Online,0,0,0,107.1,1,Canceled,2018,8,0.10446304357765666
INN05871,1,0,0,2,Meal Plan 2,0,Room_Type 1,102.0,Offline,0,0,0,87.0,0,Not_Canceled,2017,10,-0.46849955699433055
INN05872,1,0,0,4,Meal Plan 1,0,Room_Type 1,17.0,Online,0,0,0,63.37,0,Not_Canceled,2018,1,-1.1420869326916472
INN05873,2,1,1,3,Meal Plan 1,0,Room_Type 4,44.0,Online,0,0,0,104.48,1,Not_Canceled,2018,10,0.029778366289169033
INN05874,2,0,0,2,Meal Plan 2,0,Room_Type 1,273.0,Online,0,0,0,109.0,0,Canceled,2017,7,0.15862368741281982
INN05875,2,0,1,3,Meal Plan 1,0,Room_Type 1,14.0,Online,0,0,0,109.75,1,Not_Canceled,2017,9,0.18000288892669994
INN05876,3,0,0,1,Not Selected,0,Room_Type 1,0.0,Online,1,0,1,135.0,1,Not_Canceled,2018,3,0.8997693398939975
INN05877,2,0,2,2,Not Selected,0,Room_Type 1,199.0,Online,0,0,0,74.8,1,Canceled,2018,12,-0.8162679016201141
INN05878,2,0,2,1,Meal Plan 1,0,Room_Type 1,11.0,Online,0,0,0,122.13,0,Not_Canceled,2018,10,0.5329022419158145
INN05879,2,0,1,3,Meal Plan 1,0,Room_Type 1,210.0,Offline,0,0,0,72.75,0,Not_Canceled,2017,10,-0.874704385758053
INN05880,2,0,0,4,Meal Plan 1,0,Room_Type 4,97.0,Offline,0,0,0,61.0,0,Not_Canceled,2017,12,-1.2096452094755084
INN05881,2,0,0,2,Meal Plan 1,0,Room_Type 1,5.71042701737487,Online,0,0,0,52.0,0,Canceled,2018,11,-1.4661956276420698
INN05882,1,0,0,1,Meal Plan 1,0,Room_Type 1,53.0,Offline,0,0,0,120.0,0,Not_Canceled,2018,10,0.472185309616395
INN05883,2,0,2,1,Meal Plan 2,0,Room_Type 1,131.0,Online,0,0,0,94.5,0,Canceled,2017,8,-0.2547075418555293
INN05884,2,0,1,1,Meal Plan 1,0,Room_Type 1,152.0,Online,0,0,0,99.0,2,Not_Canceled,2018,7,-0.12643233277224855
INN05885,1,0,0,2,Meal Plan 2,0,Room_Type 1,257.0,Offline,0,0,0,80.0,0,Not_Canceled,2017,7,-0.6680387711238784
INN05886,2,1,0,1,Meal Plan 1,1,Room_Type 1,4.0,Online,0,0,0,87.3,2,Not_Canceled,2018,1,-0.4599478763887786
INN05887,2,1,0,1,Meal Plan 1,0,Room_Type 1,6.0,Online,0,0,0,187.0,2,Not_Canceled,2018,9,2.382060644856353
INN05888,2,0,2,2,Meal Plan 1,0,Room_Type 4,57.0,Online,0,0,0,82.45,2,Not_Canceled,2018,3,-0.5982000461785366
INN05889,2,0,1,1,Meal Plan 1,0,Room_Type 1,60.0,Offline,0,0,0,65.0,1,Not_Canceled,2017,10,-1.095622801401481
INN05890,2,0,2,1,Meal Plan 1,0,Room_Type 4,72.0,Online,0,0,0,100.8,0,Canceled,2018,4,-0.07512224913893632
INN05891,2,1,2,1,Meal Plan 1,0,Room_Type 1,72.0,Online,0,0,0,109.8,2,Not_Canceled,2018,12,0.1814281690276252
INN05892,3,0,0,4,Meal Plan 1,0,Room_Type 4,193.0,Online,0,0,0,120.7,1,Canceled,2018,12,0.49213923102934987
INN05893,1,0,0,1,Not Selected,0,Room_Type 1,8.0,Online,0,0,0,84.7,1,Not_Canceled,2018,10,-0.5340624416368962
INN05894,2,0,0,3,Meal Plan 1,0,Room_Type 1,5.720311776607412,Online,0,0,0,89.0,0,Canceled,2018,11,-0.4114883529573169
INN05895,2,1,0,4,Meal Plan 1,0,Room_Type 1,53.0,Online,0,0,0,103.7,2,Not_Canceled,2018,11,0.007543996714733667
INN05896,2,0,0,2,Meal Plan 2,0,Room_Type 1,30.0,Offline,0,0,0,121.0,0,Not_Canceled,2017,9,0.5006909116349019
INN05897,3,0,0,2,Meal Plan 1,0,Room_Type 4,41.0,Online,0,0,0,159.3,0,Canceled,2018,3,1.592455468943714
INN05898,3,0,2,2,Meal Plan 1,0,Room_Type 4,15.0,Online,0,0,0,177.0,0,Canceled,2018,6,2.0970046246712846
INN05899,2,0,0,1,Meal Plan 1,0,Room_Type 1,245.0,Online,0,0,0,81.77,1,Canceled,2018,9,-0.6175838555511214
INN05900,1,0,0,1,Meal Plan 1,0,Room_Type 1,55.0,Corporate,0,0,0,79.0,0,Not_Canceled,2018,7,-0.6965443731423853
INN05901,2,0,0,4,Meal Plan 1,0,Room_Type 1,17.0,Online,0,0,0,142.63,1,Not_Canceled,2018,11,1.1172670832952045
INN05902,2,0,2,3,Meal Plan 1,0,Room_Type 1,59.0,Offline,0,0,0,85.5,0,Not_Canceled,2018,5,-0.5112579600220908
INN05903,2,2,0,1,Meal Plan 1,1,Room_Type 6,121.0,Online,0,0,0,198.9,2,Not_Canceled,2018,8,2.7212773088765845
INN05904,2,0,0,1,Meal Plan 1,0,Room_Type 1,0.0,Online,0,0,0,75.0,0,Canceled,2017,8,-0.8105667812164126
INN05905,2,0,0,1,Meal Plan 1,0,Room_Type 2,0.0,Online,0,0,0,77.25,2,Not_Canceled,2017,11,-0.7464291766747722
INN05906,1,0,0,2,Meal Plan 1,0,Room_Type 4,68.0,Online,0,0,0,118.8,1,Not_Canceled,2018,4,0.4379785871941867
INN05907,2,0,1,2,Meal Plan 1,0,Room_Type 1,132.0,Online,0,0,0,70.44,1,Not_Canceled,2018,6,-0.9405523264208038
INN05908,2,0,0,1,Not Selected,0,Room_Type 1,3.0,Online,0,0,0,128.0,1,Not_Canceled,2018,8,0.7002301257644497
INN05909,2,0,2,2,Meal Plan 1,0,Room_Type 1,174.0,Online,0,0,0,119.85,1,Canceled,2018,9,0.4679094693136188
INN05910,1,0,0,3,Meal Plan 1,0,Room_Type 1,166.0,Online,0,0,0,110.0,0,Canceled,2018,11,0.18712928943132665
INN05911,2,0,0,3,Meal Plan 1,0,Room_Type 4,68.0,Online,0,0,0,132.3,2,Not_Canceled,2018,10,0.8228042144440294
INN05912,1,0,0,2,Meal Plan 1,0,Room_Type 1,188.0,Online,0,0,0,130.0,0,Canceled,2018,6,0.7572413298014633
INN05913,2,0,0,3,Meal Plan 1,0,Room_Type 4,45.0,Online,0,0,0,128.4,0,Not_Canceled,2018,6,0.7116323665718526
INN05914,2,0,0,3,Meal Plan 1,0,Room_Type 1,42.0,Online,0,0,0,104.0,2,Not_Canceled,2018,11,0.016095677320285637
INN05915,2,0,2,6,Not Selected,0,Room_Type 1,161.0,Online,0,0,0,97.75,1,Canceled,2018,8,-0.16206433529538208
INN05916,2,0,1,2,Meal Plan 1,0,Room_Type 4,90.0,Offline,0,0,0,46.67,0,Not_Canceled,2018,3,-1.618130486400711
INN05917,2,0,0,2,Not Selected,0,Room_Type 1,134.0,Online,0,0,0,103.5,0,Canceled,2018,8,0.0018428763110322193
INN05918,1,0,1,3,Meal Plan 1,0,Room_Type 1,120.0,Online,0,0,0,110.59,0,Canceled,2018,5,0.2039475946222458
INN05919,3,0,2,2,Meal Plan 1,0,Room_Type 5,66.0,Offline,0,0,0,147.56,1,Not_Canceled,2018,5,1.2577997012464435
INN05920,2,0,2,0,Meal Plan 1,0,Room_Type 1,12.0,Online,0,0,0,130.0,2,Not_Canceled,2018,8,0.7572413298014633
INN05921,2,0,1,4,Meal Plan 2,0,Room_Type 1,129.0,Online,0,0,0,131.75,0,Canceled,2018,7,0.8071261333338503
INN05922,2,1,1,1,Meal Plan 1,0,Room_Type 1,162.0,Online,0,0,0,130.5,2,Canceled,2018,7,0.7714941308107168
INN05923,2,0,1,2,Meal Plan 1,0,Room_Type 1,280.0,Online,0,0,0,110.0,0,Canceled,2018,9,0.18712928943132665
INN05924,2,0,0,2,Meal Plan 1,0,Room_Type 1,57.0,Offline,0,0,0,101.52,0,Not_Canceled,2018,9,-0.05459821568561143
INN05925,3,0,0,2,Meal Plan 1,0,Room_Type 4,44.0,Online,0,0,0,150.3,0,Canceled,2018,7,1.3359050507771524
INN05926,1,0,0,1,Meal Plan 1,0,Room_Type 1,0.0,Online,0,0,0,85.0,0,Not_Canceled,2018,2,-0.5255107610313442
INN05927,1,0,0,3,Meal Plan 1,0,Room_Type 1,73.0,Offline,0,0,0,67.83,0,Not_Canceled,2017,11,-1.0149519476891067
INN05928,3,0,0,1,Meal Plan 1,0,Room_Type 4,66.0,Online,0,0,0,137.7,0,Not_Canceled,2018,7,0.9767344653439657
INN05929,1,0,1,2,Meal Plan 1,0,Room_Type 1,111.0,Offline,0,0,0,120.0,1,Not_Canceled,2018,10,0.472185309616395
INN05930,2,0,2,1,Meal Plan 1,0,Room_Type 1,59.0,Online,0,0,0,93.6,1,Not_Canceled,2018,11,-0.28036258367218564
INN05931,2,0,0,2,Meal Plan 1,0,Room_Type 1,88.0,Corporate,0,0,0,90.0,1,Not_Canceled,2018,10,-0.38298275093881007
INN05932,2,0,1,3,Meal Plan 1,0,Room_Type 1,196.0,Offline,0,0,0,80.75,0,Not_Canceled,2018,5,-0.6466595696099983
INN05933,2,0,2,4,Meal Plan 1,0,Room_Type 1,139.0,Online,0,0,0,68.0,0,Canceled,2018,11,-1.0101059953459604
INN05934,2,0,0,1,Meal Plan 1,0,Room_Type 4,2.0,Online,0,0,0,108.0,1,Not_Canceled,2018,2,0.13011808539431297
INN05935,2,1,2,3,Meal Plan 1,0,Room_Type 1,95.0,Online,0,0,0,130.5,1,Not_Canceled,2018,7,0.7714941308107168
INN05936,2,0,0,5,Meal Plan 2,0,Room_Type 1,230.0,Online,0,0,0,137.0,0,Canceled,2018,9,0.9567805439310112
INN05937,2,0,0,2,Meal Plan 2,0,Room_Type 1,74.0,Offline,0,0,0,109.0,0,Not_Canceled,2017,9,0.15862368741281982
INN05938,2,0,1,1,Meal Plan 1,0,Room_Type 1,174.0,Online,0,0,0,70.0,0,Canceled,2017,10,-0.9530947913089468
INN05939,1,0,0,2,Not Selected,0,Room_Type 1,73.0,Online,0,0,0,88.0,2,Not_Canceled,2018,11,-0.4399939549758237
INN05940,2,0,2,0,Meal Plan 1,0,Room_Type 4,174.0,Online,0,0,0,115.2,0,Canceled,2018,6,0.33535841992756227
INN05941,2,0,0,3,Meal Plan 1,0,Room_Type 4,81.0,Online,0,0,0,149.4,1,Canceled,2018,9,1.310250008960496
INN05942,2,0,2,3,Meal Plan 1,0,Room_Type 1,22.0,Online,0,0,0,67.52,0,Not_Canceled,2018,3,-1.0237886843148438
INN05943,2,0,0,3,Meal Plan 1,0,Room_Type 1,204.0,Online,0,0,0,100.0,0,Canceled,2018,5,-0.0979267307537417
INN05944,1,0,1,0,Meal Plan 1,0,Room_Type 1,0.0,Corporate,1,0,4,65.0,0,Not_Canceled,2018,4,-1.095622801401481
INN05945,2,0,2,5,Meal Plan 1,0,Room_Type 1,258.0,Online,0,0,0,100.3,0,Canceled,2018,10,-0.08937505014818974
INN05946,2,0,1,1,Not Selected,0,Room_Type 1,40.0,Online,0,0,0,134.1,1,Not_Canceled,2018,9,0.8741142980773412
INN05947,1,0,0,2,Meal Plan 1,0,Room_Type 1,32.0,Offline,0,0,0,73.0,0,Not_Canceled,2017,11,-0.8675779852534262
INN05948,2,0,1,2,Meal Plan 1,0,Room_Type 1,130.0,Online,0,0,0,96.3,0,Not_Canceled,2018,6,-0.20339745822221708
INN05949,2,0,0,2,Meal Plan 2,0,Room_Type 1,5.676753802268282,Online,0,0,0,115.0,0,Canceled,2018,8,0.3296572995238608
INN05950,2,1,0,1,Meal Plan 1,0,Room_Type 1,195.0,Online,0,0,0,121.5,1,Canceled,2018,8,0.5149437126441553
INN05951,2,0,1,1,Meal Plan 1,0,Room_Type 4,168.0,Offline,0,0,0,91.45,0,Not_Canceled,2018,7,-0.34164962801197507
INN05952,1,0,2,1,Meal Plan 2,0,Room_Type 1,131.0,Online,0,0,0,36.25,0,Canceled,2017,8,-1.9151588594335525
INN05953,2,0,0,1,Meal Plan 1,0,Room_Type 6,5.0,Online,0,0,0,221.000001,2,Not_Canceled,2018,5,3.3512511419911872
INN05954,2,0,1,2,Meal Plan 1,0,Room_Type 1,31.0,Online,0,0,0,75.0,0,Canceled,2018,9,-0.8105667812164126
INN05955,2,0,0,2,Meal Plan 2,0,Room_Type 1,5.934894195619588,Online,0,0,0,115.0,1,Canceled,2018,10,0.3296572995238608
INN05956,2,0,1,2,Meal Plan 1,0,Room_Type 1,5.82600010738045,Offline,0,0,0,45.33,1,Not_Canceled,2018,10,-1.6563279931055104
INN05957,2,0,2,2,Meal Plan 1,0,Room_Type 1,36.0,Online,0,0,0,126.9,2,Not_Canceled,2018,5,0.6688739635440923
INN05958,3,0,2,2,Meal Plan 1,0,Room_Type 4,151.0,Online,0,0,0,162.0,1,Canceled,2018,9,1.6694205943936822
INN05959,1,0,2,1,Meal Plan 1,0,Room_Type 1,40.0,Corporate,1,0,1,65.0,0,Not_Canceled,2018,3,-1.095622801401481
INN05960,2,0,0,4,Meal Plan 1,0,Room_Type 4,151.0,Online,0,0,0,120.7,1,Canceled,2018,7,0.49213923102934987
INN05961,2,0,1,3,Meal Plan 1,0,Room_Type 1,23.0,Online,0,0,0,96.0,0,Canceled,2018,3,-0.21194913882776906
INN05962,1,0,1,0,Meal Plan 1,0,Room_Type 1,4.0,Corporate,1,0,1,65.0,0,Not_Canceled,2017,11,-1.095622801401481
INN05963,2,0,0,4,Meal Plan 1,0,Room_Type 1,22.0,Online,0,0,0,114.5,1,Not_Canceled,2017,9,0.3154044985146074
INN05964,1,0,2,4,Meal Plan 1,0,Room_Type 1,16.0,Corporate,0,0,0,79.75,0,Not_Canceled,2018,11,-0.6751651716285051
INN05965,1,0,0,3,Meal Plan 1,0,Room_Type 1,37.0,Offline,0,0,0,95.0,0,Not_Canceled,2018,10,-0.24045474084627588
INN05966,2,0,1,0,Meal Plan 1,1,Room_Type 1,14.0,Online,0,0,0,110.0,1,Not_Canceled,2018,6,0.18712928943132665
INN05967,2,0,0,3,Not Selected,0,Room_Type 1,13.0,Online,0,0,0,87.78,1,Not_Canceled,2018,10,-0.4462651874198952
INN05968,2,0,0,3,Not Selected,0,Room_Type 1,21.0,Online,0,0,0,119.0,1,Not_Canceled,2018,10,0.44367970759788816
INN05969,2,0,1,1,Meal Plan 1,0,Room_Type 1,155.0,Online,0,0,0,105.3,0,Canceled,2018,7,0.05315295994434444
INN05970,1,0,2,4,Meal Plan 1,0,Room_Type 1,11.0,Online,0,0,0,106.35,1,Not_Canceled,2018,11,0.08308384206377654
INN05971,1,0,0,3,Meal Plan 1,0,Room_Type 1,151.0,Offline,0,0,0,80.0,0,Not_Canceled,2018,1,-0.6680387711238784
INN05972,2,0,1,1,Meal Plan 1,0,Room_Type 1,33.0,Corporate,0,0,0,62.0,0,Canceled,2018,1,-1.1811396074570015
INN05973,2,0,2,6,Meal Plan 1,0,Room_Type 1,26.0,Offline,0,0,0,56.25,1,Not_Canceled,2017,9,-1.3450468190634157
INN05974,2,0,2,1,Meal Plan 2,0,Room_Type 1,110.0,Online,0,0,0,94.5,0,Canceled,2017,7,-0.2547075418555293
INN05975,2,0,0,2,Meal Plan 2,0,Room_Type 1,39.0,Offline,0,0,0,101.5,0,Not_Canceled,2017,8,-0.05516832772598145
INN05976,2,0,2,2,Meal Plan 1,0,Room_Type 1,89.0,Online,0,0,0,65.13,1,Not_Canceled,2018,4,-1.0919170731390753
INN05977,2,0,1,2,Meal Plan 1,0,Room_Type 1,278.0,Online,0,0,0,78.3,3,Not_Canceled,2018,12,-0.7164982945553401
INN05978,2,0,0,3,Meal Plan 1,0,Room_Type 4,18.0,Online,0,0,0,166.0,2,Not_Canceled,2018,6,1.7834430024677095
INN05979,3,0,2,2,Meal Plan 1,0,Room_Type 4,2.0,Online,0,0,0,147.0,2,Not_Canceled,2018,3,1.2418365641160796
INN05980,2,0,2,3,Meal Plan 1,0,Room_Type 4,23.0,Offline,0,0,0,75.0,0,Not_Canceled,2017,10,-0.8105667812164126
INN05981,2,0,2,2,Not Selected,0,Room_Type 1,4.0,Online,0,0,0,128.0,1,Not_Canceled,2018,8,0.7002301257644497
INN05982,2,1,1,0,Meal Plan 1,0,Room_Type 1,0.0,Online,0,0,0,119.0,0,Not_Canceled,2018,3,0.44367970759788816
INN05983,2,0,2,3,Not Selected,0,Room_Type 1,81.0,Online,0,0,0,73.9,0,Canceled,2018,4,-0.84192294343677
INN05984,2,0,0,1,Meal Plan 1,0,Room_Type 1,1.0,Online,0,0,0,120.0,1,Not_Canceled,2018,3,0.472185309616395
INN05985,1,0,1,2,Meal Plan 1,0,Room_Type 5,20.0,Complementary,0,0,0,6.0,0,Not_Canceled,2018,1,-2.7774533204933842
INN05986,3,0,1,2,Meal Plan 1,0,Room_Type 4,58.0,Online,0,0,0,159.3,2,Not_Canceled,2018,6,1.592455468943714
INN05987,2,0,1,0,Meal Plan 1,0,Room_Type 1,258.0,Online,0,0,0,110.0,0,Canceled,2018,10,0.18712928943132665
INN05988,2,0,2,3,Meal Plan 1,0,Room_Type 1,95.0,Online,0,0,0,76.5,2,Not_Canceled,2017,12,-0.7678083781886523
INN05989,2,0,0,3,Not Selected,0,Room_Type 1,26.0,Online,0,0,0,119.0,1,Not_Canceled,2018,10,0.44367970759788816
INN05990,2,1,4,6,Meal Plan 1,0,Room_Type 1,49.0,Online,0,0,0,105.4,1,Canceled,2018,12,0.05600352014619537
INN05991,2,0,2,2,Meal Plan 1,0,Room_Type 1,1.0,Online,0,0,0,70.0,0,Canceled,2018,2,-0.9530947913089468
INN05992,2,0,0,1,Not Selected,0,Room_Type 1,81.0,Online,0,0,0,79.2,2,Not_Canceled,2018,12,-0.6908432527386837
INN05993,1,0,1,1,Meal Plan 1,0,Room_Type 4,32.0,Online,0,0,0,136.0,1,Not_Canceled,2017,10,0.9282749419125044
INN05994,2,0,2,0,Meal Plan 1,0,Room_Type 1,43.0,Online,0,0,0,135.9,1,Not_Canceled,2018,8,0.9254243817106539
INN05995,1,0,0,1,Meal Plan 1,1,Room_Type 1,5.0,Corporate,1,0,5,98.0,1,Not_Canceled,2018,5,-0.15493793479075538
INN05996,1,0,0,3,Meal Plan 1,0,Room_Type 1,26.0,Online,0,0,0,128.33,1,Not_Canceled,2018,3,0.7096369744305573
INN05997,2,0,0,3,Meal Plan 1,0,Room_Type 1,51.0,Online,0,0,0,135.9,1,Not_Canceled,2018,7,0.9254243817106539
INN05998,1,0,1,1,Meal Plan 1,0,Room_Type 1,2.0,Complementary,0,0,0,0.0,0,Not_Canceled,2017,10,-2.948486932604425
INN05999,3,0,2,2,Meal Plan 1,0,Room_Type 4,132.0,Online,0,0,0,119.0,1,Canceled,2018,12,0.44367970759788816
INN06000,1,0,0,1,Meal Plan 1,0,Room_Type 1,9.0,Online,0,0,0,86.0,0,Not_Canceled,2018,12,-0.49700515901283737
INN06001,2,0,0,2,Meal Plan 1,0,Room_Type 1,35.0,Online,0,0,0,80.3,1,Not_Canceled,2018,2,-0.6594870905183264
INN06002,2,0,0,2,Meal Plan 1,0,Room_Type 4,55.0,Online,0,0,0,106.2,3,Not_Canceled,2018,11,0.07880800176100075
INN06003,1,0,3,5,Meal Plan 1,0,Room_Type 1,20.0,Online,0,0,0,86.0,1,Canceled,2018,2,-0.49700515901283737
